"County","2011","2012","2013","2014"
"Prince of Wales-Hyder Census Area, Alaska",0.00002045533426,0.00002046643004,0.0000203991399,0.00002030467965
"Sitka City and Borough, Alaska",0.00002851485793,0.00002873202548,0.0000283961344,0.00002776617032
"Skagway Municipality, Alaska",0.000003087718745,0.000003180055609,0.000003246900021,0.000003311331015
"Southeast Fairbanks Census Area, Alaska",0.00002294926094,0.00002285306496,0.00002210803465,0.00002175613594
"Valdez-Cordova Census Area, Alaska",0.00003126234987,0.00003101669469,0.00003095314728,0.0000297768457
"Wrangell City and Borough, Alaska",0.000007683990307,0.000007711156887,0.000007746989525,0.000007668841564
"Yakutat City and Borough, Alaska",0.00000210555457,0.000002115788501,0.000002060167557,0.000002057800584
"Yukon-Koyukuk Census Area, Alaska",0.00001806732725,0.00001791410083,0.00001759528667,0.00001715985769
"Apache County, Arizona",0.0002316816159,0.0002301525417,0.0002288716407,0.0002255600774
"Cochise County, Arizona",0.00042719969,0.0004206627268,0.0004100651179,0.0003999798832
"Coconino County, Arizona",0.0004309807011,0.0004338194899,0.0004326003762,0.0004321883894
"Gila County, Arizona",0.000171525665,0.0001688615901,0.000167740678,0.0001666472888
"Graham County, Arizona",0.0001191628338,0.0001179456497,0.0001184612169,0.000119694877
"Greenlee County, Arizona",0.00002755516157,0.00002792585907,0.00002821575106,0.00002937156894
"La Paz County, Arizona",0.00006613238776,0.00006538869855,0.00006494432967,0.00006445471263
"Maricopa County, Arizona",0.01243752369,0.0125784423,0.01271456617,0.0128609332
"Mohave County, Arizona",0.0006509630084,0.0006479506692,0.0006428165826,0.0006390900276
"Navajo County, Arizona",0.0003452082396,0.000341945198,0.0003390415534,0.0003383621079
"Pima County, Arizona",0.003172393494,0.003164289161,0.003155527951,0.003154966446
"Pinal County, Arizona",0.001213393225,0.001218015467,0.001219638182,0.001241975332
"Santa Cruz County, Arizona",0.0001529961428,0.0001509060657,0.0001485440937,0.0001465154015
"Yavapai County, Arizona",0.0006773851506,0.0006754909705,0.0006785609644,0.0006839940639
"Yuma County, Arizona",0.0006510560894,0.0006451721036,0.0006405823609,0.0006410724279
"Arkansas County, Arkansas",0.00006057000046,0.00006042742943,0.0000593524463,0.0000580551099
"Ashley County, Arkansas",0.000069563543,0.00006855600844,0.00006733678232,0.00006583705195
"Baxter County, Arkansas",0.0001327173414,0.0001308984814,0.0001296956175,0.0001284570233
"Benton County, Arkansas",0.000735567144,0.0007486131309,0.0007578030468,0.0007692121415
"Boone County, Arkansas",0.0001190344463,0.0001189589339,0.0001181289318,0.0001166066053
"Bradley County, Arkansas",0.00003669314001,0.0000358983031,0.00003519057333,0.00003458047484
"Calhoun County, Arkansas",0.00001682838813,0.00001681796944,0.00001643070654,0.00001623306201
"Carroll County, Arkansas",0.00008815725889,0.00008801871351,0.00008794795175,0.00008713136089
"Chicot County, Arkansas",0.00003756296515,0.0000366375545,0.00003595641135,0.00003522137762
"Clark County, Arkansas",0.00007359169999,0.00007250717974,0.00007146344667,0.00007086688208
"Clay County, Arkansas",0.00005095698835,0.0000500587912,0.00004900097459,0.00004806456661
"Cleburne County, Arkansas",0.00008305064712,0.00008209195657,0.00008109338504,0.00008039874005
"Cleveland County, Arkansas",0.0000278408237,0.00002743196266,0.00002694673848,0.00002638697267
"Columbia County, Arkansas",0.00007930815226,0.00007779027814,0.00007684962975,0.00007555426906
"Conway County, Arkansas",0.00006781426366,0.0000673642842,0.00006673550453,0.00006595957748
"Craighead County, Arkansas",0.000315849234,0.0003186205416,0.0003216931071,0.0003225280392
"Crawford County, Arkansas",0.0001983458083,0.0001972749727,0.0001951526156,0.0001941778331
"Crittenden County, Arkansas",0.0001621437504,0.0001595667783,0.0001574050294,0.0001556262744
"Cross County, Arkansas",0.00005716131303,0.00005640934313,0.00005544730534,0.00005397720889
"Dallas County, Arkansas",0.00002585723722,0.00002533847916,0.00002497518028,0.00002416266303
"Desha County, Arkansas",0.00004086252323,0.00004011713438,0.00003956407804,0.00003854841704
"Drew County, Arkansas",0.00006013348304,0.00005986661802,0.00005913408752,0.00005856720378
"Faulkner County, Arkansas",0.0003732223864,0.0003776650611,0.0003771467417,0.0003787672579
"Franklin County, Arkansas",0.00005780325039,0.00005722506882,0.00005669416558,0.00005600987604
"Fulton County, Arkansas",0.00003928656698,0.000038775648,0.00003851342423,0.00003795463947
"Garland County, Arkansas",0.0003108710097,0.0003090389512,0.0003090377921,0.0003071243808
"Grant County, Arkansas",0.00005760424981,0.00005747679667,0.00005710873079,0.00005678272938
"Greene County, Arkansas",0.0001372558386,0.0001377461161,0.0001365849951,0.0001375678961
"Hempstead County, Arkansas",0.00007217943777,0.00007119755764,0.00007095077825,0.00007014115394
"Hot Spring County, Arkansas",0.0001063754414,0.0001067676586,0.0001061033761,0.0001049603965
"Howard County, Arkansas",0.00004434503345,0.00004357440927,0.00004285844736,0.00004238755034
"Independence County, Arkansas",0.0001183860896,0.0001177480911,0.0001167270052,0.0001164935048
"Izard County, Arkansas",0.00004356186986,0.00004314742786,0.00004244071753,0.00004259175956
"Jackson County, Arkansas",0.0000574116686,0.00005633605528,0.00005610554628,0.00005526529781
"Jefferson County, Arkansas",0.000244061378,0.0002378159021,0.0002316216954,0.0002276398697
"Johnson County, Arkansas",0.00008240870975,0.00008257310726,0.00008206492335,0.0000815862952
"Lafayette County, Arkansas",0.00002418820007,0.00002373889207,0.00002305109138,0.00002248814745
"Lawrence County, Arkansas",0.00005546980806,0.00005429674106,0.00005396942784,0.00005331117267
"Lee County, Arkansas",0.00003303088732,0.0000324505875,0.00003167784524,0.00003091099228
"Lincoln County, Arkansas",0.00004602369967,0.00004518355565,0.00004450404971,0.00004406206593
"Little River County, Arkansas",0.00004154939621,0.00004115591006,0.00004029510524,0.00003928042854
"Logan County, Arkansas",0.00007138985481,0.0000698720034,0.0000697197411,0.00006869598101
"Lonoke County, Arkansas",0.0002231663167,0.0002233973133,0.0002238715412,0.0002242154382
"Madison County, Arkansas",0.00005027011537,0.00004969872478,0.00004961807547,0.00004942177249
"Marion County, Arkansas",0.0000535086894,0.00005296162753,0.0000520390097,0.00005159581524
"Miller County, Arkansas",0.0001404623157,0.0001391290261,0.0001373508331,0.0001365311416
"Mississippi County, Arkansas",0.0001477450952,0.0001451513759,0.0001414426866,0.0001390099274
"Monroe County, Arkansas",0.00002599525376,0.00002502620917,0.00002433592706,0.00002398358726
"Montgomery County, Arkansas",0.00003017747572,0.00002976124187,0.00002927906335,0.00002878407473
"Nevada County, Arkansas",0.0000289128591,0.0000283878912,0.0000277600458,0.00002715982602
"Newton County, Arkansas",0.00002648312616,0.00002565712201,0.00002544987327,0.00002471559876
"Ouachita County, Arkansas",0.00008260771033,0.00008092891018,0.00007895093736,0.00007779114542
"Perry County, Arkansas",0.00003332617851,0.0000329094332,0.00003270634671,0.0000325478077
"Phillips County, Arkansas",0.00006870655661,0.00006607378067,0.00006467533698,0.00006268280495
"Pike County, Arkansas",0.00003608008983,0.00003586006595,0.00003519373795,0.0000345239246
"Poinsett County, Arkansas",0.00007847363368,0.00007742702529,0.00007654266162,0.00007587786213
"Polk County, Arkansas",0.00006598474216,0.00006506686927,0.00006437469809,0.00006361588399
"Pope County, Arkansas",0.0002012056393,0.0001995692012,0.0001980672305,0.0001982934342
"Prairie County, Arkansas",0.00002760009718,0.00002702728625,0.0000265036917,0.0000262236053
"Pulaski County, Arkansas",0.001242116712,0.00124023762,0.001238986668,0.001234529549
"Randolph County, Arkansas",0.00005768770167,0.00005684588383,0.00005577642581,0.00005519618084
"St. Francis County, Arkansas",0.00008985197354,0.00008919450562,0.00008705236432,0.00008510183543
"Saline County, Arkansas",0.0003516308229,0.0003551019611,0.0003587033369,0.0003608973805
"Scott County, Arkansas",0.00003615391262,0.00003515586526,0.00003460195403,0.00003357199547
"Searcy County, Arkansas",0.00002592785034,0.00002550735987,0.00002528847765,0.00002489467454
"Sebastian County, Arkansas",0.0004076623262,0.0004064958658,0.000402454207,0.000398154567
"Sevier County, Arkansas",0.0000552643881,0.00005476833247,0.00005492514305,0.00005469665368
"Sharp County, Arkansas",0.00005543129182,0.00005427762249,0.00005393461702,0.00005284306231
"Stone County, Arkansas",0.00004012108556,0.00003996418582,0.00003931407307,0.00003889714355
"Union County, Arkansas",0.0001328874548,0.0001302006535,0.0001284962266,0.0001260944797
"Van Buren County, Arkansas",0.00005525154935,0.00005468548533,0.00005375106907,0.0000531163885
"Washington County, Arkansas",0.0006677785578,0.0006747453462,0.0006835578992,0.0006909843025
"White County, Arkansas",0.0002506219779,0.000250583921,0.000248634692,0.0002465307933
"Woodruff County, Arkansas",0.00002299419656,0.00002247069354,0.00002220930249,0.00002155192672
"Yell County, Arkansas",0.00007049756187,0.00006954061484,0.00006904884168,0.00006838809634
"Alameda County, California",0.004913757737,0.004950957839,0.004998811448,0.005051168421
"Alpine County, California",0.000003508187722,0.000003536935597,0.000003569691252,0.000003393014703
"Amador County, California",0.0001205012732,0.0001182292418,0.0001158883809,0.00011538135
"Butte County, California",0.0007060508638,0.0007037832688,0.0007014095201,0.0007022158095
"Calaveras County, California",0.0001449494579,0.0001427997917,0.0001413161018,0.0001403419998
"Colusa County, California",0.0000684401526,0.00006781994347,0.00006724817296,0.00006652822161
"Contra Costa County, California",0.003419728752,0.003433529621,0.003460198568,0.003483733862
"Del Norte County, California",0.00009129312294,0.00008982541845,0.00008802706725,0.00008537516161
"El Dorado County, California",0.000580747899,0.0005753893202,0.0005743183848,0.0005752667927
"Fresno County, California",0.00301519908,0.00301131829,0.003011180143,0.003017794402
"Glenn County, California",0.00009031737814,0.0000887452192,0.00008800491491,0.00008743610388
"Humboldt County, California",0.000434087678,0.0004288040515,0.0004253344089,0.0004225371476
"Imperial County, California",0.0005642180118,0.0005626436064,0.0005583592066,0.0005591374062
"Inyo County, California",0.00005903256046,0.00005847414878,0.00005809292758,0.00005746761569
"Kern County, California",0.002721718154,0.002719954457,0.002727902357,0.002730673099
"Kings County, California",0.0004874487218,0.0004811220205,0.0004757594625,0.0004696654935
"Lake County, California",0.0002062255895,0.0002037848461,0.0002018900914,0.0002012057719
"Lassen County, California",0.0001099189357,0.0001071564029,0.0001016760729,0.00009947816439
"Los Angeles County, California",0.03170041435,0.03165836172,0.03162241376,0.03154269621
"Madera County, California",0.0004868292522,0.0004828299461,0.0004790285149,0.0004821096891
"Marin County, California",0.0008196769878,0.0008159200594,0.0008177662647,0.0008179647361
"Mariposa County, California",0.00005832000998,0.0000569765274,0.00005635871587,0.00005565172448
"Mendocino County, California",0.0002803147909,0.0002781369679,0.0002754928211,0.0002740330624
"Merced County, California",0.0008322621699,0.0008312340346,0.0008292126949,0.000830719958
"Modoc County, California",0.00003052091221,0.00002979629258,0.00002894044902,0.00002848875678
"Mono County, California",0.00004629010368,0.00004566470634,0.00004451670819,0.00004440450908
"Monterey County, California",0.001349532092,0.001353556575,0.001350381288,0.001346131458
"Napa County, California",0.0004419449914,0.0004414414268,0.0004417176462,0.0004411076197
"Nevada County, California",0.0003167993013,0.0003127065304,0.0003099365441,0.0003096817086
"Orange County, California",0.009787205016,0.009808043495,0.009825986571,0.009822579638
"Placer County, California",0.001143701294,0.001147952278,0.001156345784,0.001159961768
"Plumas County, California",0.0000632918149,0.00006174342438,0.00005979549308,0.00005850437018
"Riverside County, California",0.00717066509,0.007205164793,0.007236710388,0.007276640481
"Sacramento County, California",0.004601824321,0.004603917542,0.004611930335,0.004633717654
"San Benito County, California",0.0001796686405,0.0001803486647,0.0001811396787,0.0001816676622
"San Bernardino County, California",0.006614609312,0.006607097661,0.006591074129,0.006594955552
"San Diego County, California",0.01006928834,0.0101147914,0.0101576957,0.0102069328
"San Francisco County, California",0.002617981075,0.002641154081,0.002656926262,0.002672784498
"San Joaquin County, California",0.0022286589,0.00222920305,0.002221708745,0.002235553712
"San Luis Obispo County, California",0.0008700112969,0.0008735912282,0.000872473049,0.0008741002793
"San Mateo County, California",0.002337756156,0.002355484396,0.002369227502,0.002378892875
"Santa Barbara County, California",0.001365570897,0.001369205125,0.001375346975,0.001379339019
"Santa Clara County, California",0.005816125887,0.005856187115,0.005906525704,0.005943283095
"Santa Cruz County, California",0.0008501112384,0.0008486733576,0.0008507004641,0.0008509586624
"Shasta County, California",0.0005700018675,0.0005667859634,0.000564558697,0.000561870668
"Sierra County, California",0.000009943609846,0.000009772776105,0.000009582469069,0.000009337073793
"Siskiyou County, California",0.0001432001786,0.0001404545803,0.0001377622337,0.00013615414
"Solano County, California",0.00133632744,0.00133726118,0.001340719704,0.00134779969
"Sonoma County, California",0.001564468772,0.001561327643,0.00156355325,0.00156631612
"Stanislaus County, California",0.001661205524,0.001658293848,0.001656523453,0.001658854313
"Sutter County, California",0.0003032576325,0.0003001265108,0.0002990787333,0.0002977621736
"Tehama County, California",0.0002032726776,0.0002014205162,0.0001989754765,0.0001973006633
"Trinity County, California",0.00004392456448,0.00004298173358,0.00004249135145,0.00004124397872
"Tulare County, California",0.001434036727,0.001433188609,0.001431863922,0.001429898079
"Tuolumne County, California",0.0001759871297,0.0001727713378,0.000170879981,0.0001691826248
"Ventura County, California",0.00266435784,0.002655939109,0.002652381868,0.002646227875
"Yolo County, California",0.0006482090971,0.0006518667898,0.0006528357692,0.000654719887
"Yuba County, California",0.0002326669897,0.0002318891452,0.0002313020688,0.000231017176
"Adams County, Colorado",0.001451423601,0.001467535121,0.001487301733,0.001507836884
"Alamosa County, Colorado",0.00005042097065,0.00004996319834,0.00004995985442,0.00004964797347
"Arapahoe County, Colorado",0.001880773781,0.00190070458,0.001925566779,0.001944806911
"Archuleta County, Colorado",0.00003858364557,0.00003865775015,0.00003865899675,0.00003842589151
"Baca County, Colorado",0.0000121261969,0.00001185988675,0.00001156985037,0.00001126920717
"Bent County, Colorado",0.00002061902829,0.00001863423367,0.00001823137527,0.00001828457923
"Boulder County, Colorado",0.000962768037,0.0009704905178,0.0009788897225,0.0009809362589
"Broomfield County, Colorado",0.0001845345258,0.0001879068731,0.0001903487226,0.0001940427408
"Chaffee County, Colorado",0.00005786423444,0.00005784642237,0.00005808659834,0.00005796714285
"Cheyenne County, Colorado",0.000005979646593,0.000005964994088,0.000005946320799,0.000005799541797
"Clear Creek County, Colorado",0.00002892248816,0.0000287352119,0.00002855753001,0.00002866469088
"Conejos County, Colorado",0.00002660830395,0.00002628166199,0.00002594671859,0.00002585602871
"Costilla County, Colorado",0.0000116864698,0.00001148070176,0.00001120591908,0.00001118752348
"Crowley County, Colorado",0.00001887937802,0.00001742020442,0.00001691805801,0.00001762168469
"Custer County, Colorado",0.00001356092692,0.0000134435417,0.00001348444541,0.00001363489242
"Delta County, Colorado",0.00009755201229,0.00009707454321,0.00009600823864,0.00009413416624
"Denver County, Colorado",0.001991706978,0.002023901464,0.002055075684,0.002087904164
"Dolores County, Colorado",0.000006560599912,0.000006401534788,0.000006433672265,0.000006211101914
"Douglas County, Colorado",0.0009389874672,0.0009518116742,0.0009691142117,0.0009881998237
"Eagle County, Colorado",0.00016706741,0.0001667585473,0.0001671425648,0.0001673761586
"Elbert County, Colorado",0.0000743941217,0.00007416093611,0.00007449831716,0.00007549771881
"El Paso County, Colorado",0.002045549475,0.002058442348,0.002073487443,0.002083339303
"Fremont County, Colorado",0.000152071753,0.0001499278322,0.0001466231694,0.0001449791199
"Garfield County, Colorado",0.0001798965283,0.0001808648661,0.0001801871281,0.0001795815865
"Gilpin County, Colorado",0.0000174221802,0.000017305493,0.00001750034807,0.00001805523657
"Grand County, Colorado",0.00004674266953,0.00004531419921,0.00004529204006,0.0000457397232
"Gunnison County, Colorado",0.00004898303094,0.00004900089695,0.000049288955,0.00004952858962
"Hinsdale County, Colorado",0.000002647991647,0.00000255551563,0.000002544354403,0.000002428518857
"Huerfano County, Colorado",0.00002095283573,0.00002091890288,0.00002044344458,0.00002008476203
"Jackson County, Colorado",0.000004355545049,0.000004222017717,0.000004227932192,0.000004351227188
"Jefferson County, Colorado",0.001734854998,0.001741708172,0.00174696829,0.001755630632
"Kiowa County, Colorado",0.000004593061875,0.000004489677708,0.000004405150906,0.000004335518787
"Kit Carson County, Colorado",0.0000262295609,0.00002572085058,0.00002609229111,0.00002518999249
"Lake County, Colorado",0.0000235687305,0.00002311116566,0.00002298463436,0.00002298767461
"La Plata County, Colorado",0.0001664736179,0.0001671313595,0.000168889435,0.0001692266083
"Larimer County, Colorado",0.0009797440707,0.0009904757972,0.001000731929,0.001017929544
"Las Animas County, Colorado",0.00004831541608,0.00004777093556,0.00004555786814,0.00004413432458
"Lincoln County, Colorado",0.00001739329301,0.00001733417085,0.00001719970918,0.00001728238322
"Logan County, Colorado",0.0000724650999,0.00007123579478,0.00007017228175,0.00007049930549
"Mesa County, Colorado",0.0004723824518,0.0004694150823,0.0004657529344,0.0004621820111
"Mineral County, Colorado",0.000002282087347,0.000002291042067,0.00000231650177,0.000002211742917
"Moffat County, Colorado",0.00004308362652,0.00004196844932,0.00004153880086,0.00004063449274
"Montezuma County, Colorado",0.00008176998207,0.0000811774516,0.00008083072159,0.00008015683067
"Montrose County, Colorado",0.0001315137088,0.0001295283171,0.0001283221725,0.0001275050942
"Morgan County, Colorado",0.00009132201012,0.0000900102313,0.00008931506755,0.00008829064091
"Otero County, Colorado",0.00006046729048,0.00005937590803,0.00005839356647,0.00005760584962
"Ouray County, Colorado",0.00001419644492,0.0000143612331,0.0000144053498,0.0000143700456
"Park County, Colorado",0.0000515315223,0.00005113899045,0.00005121620852,0.00005146386467
"Phillips County, Colorado",0.00001412583181,0.00001407445453,0.00001387052904,0.00001379825979
"Pitkin County, Colorado",0.00005510711344,0.00005509972103,0.00005525426352,0.00005564544112
"Prowers County, Colorado",0.00004012750494,0.00003957862797,0.00003897862336,0.00003789494754
"Pueblo County, Colorado",0.0005141404776,0.0005121259695,0.000509608237,0.0005069289633
"Rio Blanco County, Colorado",0.00002165575714,0.00002153388357,0.00002118080102,0.00002071938145
"Rio Grande County, Colorado",0.00003823699939,0.00003781016018,0.000036950102,0.00003614188994
"Routt County, Colorado",0.00007463163852,0.00007415456326,0.00007468186511,0.0000756108193
"Saguache County, Colorado",0.0000198615422,0.00002017965147,0.00001975355744,0.00001947213438
"San Juan County, Colorado",0.000002214683923,0.000002205008498,0.000002189916974,0.000002236876359
"San Miguel County, Colorado",0.00002403092541,0.0000241563142,0.00002411756829,0.00002431032201
"Sedgwick County, Colorado",0.000007613377197,0.000007577326892,0.000007405210575,0.000007332681774
"Summit County, Colorado",0.00009000603851,0.00009016955273,0.0000909132006,0.00009210464077
"Teller County, Colorado",0.00007500717188,0.00007470581538,0.00007391286248,0.00007361899401
"Washington County, Colorado",0.00001528452876,0.00001497940022,0.0000150097922,0.00001486957277
"Weld County, Colorado",0.0008307536171,0.0008416345371,0.0008549695363,0.0008705973058
"Yuma County, Colorado",0.00003252696649,0.00003218292751,0.00003206392887,0.00003199487197
"Fairfield County, Connecticut",0.002978589392,0.002979626072,0.002974502199,0.002966361954
"Hartford County, Connecticut",0.002878652583,0.002860475952,0.002840809666,0.002819365875
"Litchfield County, Connecticut",0.0006065409425,0.0005976783873,0.0005912649244,0.0005822884482
"Middlesex County, Connecticut",0.0005333665018,0.0005277808925,0.0005232034441,0.0005177049267
"New Haven County, Connecticut",0.002772755385,0.002754877713,0.002730497345,0.002710908789
"New London County, Connecticut",0.0008763632671,0.0008733713646,0.0008638652829,0.0008528468122
"Tolland County, Connecticut",0.0004912425717,0.0004842319747,0.0004803196798,0.0004765709067
"Windham County, Connecticut",0.0003797540991,0.0003757245261,0.0003718428387,0.0003667974561
"Kent County, Delaware",0.000529951395,0.0005330799231,0.0005349410193,0.0005386599341
"New Castle County, Delaware",0.001739358189,0.001736119177,0.001735259197,0.001730336965
"Sussex County, Delaware",0.0006430992757,0.0006469533171,0.0006525667765,0.0006605791208
